Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
A,Valero Energy Corporation,VLO,Egan-Jones Ratings Company,12/4/2015,Energy,2.03423913,1.117934783,0.558967391,0.0,0.045442121,0.068003736,0.158796866,0.07241128,0.08998038,0.161452559,0.194378136,1.9801096,3.288169869,1.160227992,0.537085899,0.313180372,0.711637854,8.034205231,16.55533199,2.160227992,0.068003736,4.511510976,11.28973843,0.063903695,15.05217037
BBB,Southern Company (The),SO,Moody's Investors Service,8/20/2014,Public Utilities,0.710382514,0.201326754,0.079179213,21.54383495,0.009330156,0.162885146,1.0,0.197216657,0.002429395,0.048550584,0.008637024,0.260380977,0.336571408,2.5552158,0.718723122,0.324800532,-0.027858985,-0.180602007,0.797432553,3.5552158,0.162885146,11.61918113,6.482720178,0.314886013,3.769617075
BBB,Carpenter Technology Corporation,CRS,Egan-Jones Ratings Company,8/6/2014,Basic Industries,2.774036229,1.067347887,0.27868091,57.04279798,0.061113668,0.09038196,0.1835711,0.097560976,0.043434178,0.074764932,0.088280263,0.710711365,1.544420753,1.032506814,0.507996729,0.323828921,-0.457429048,-2.056285178,2.251407129,2.032506814,0.09038196,10.56559432,4.495309568,0.11026231,6.379359942
BBB,"Plains All American Pipeline, L.P.",PAA,Standard & Poor's Ratings Services,6/28/2013,Energy,0.993054216,0.758248119,0.004630523,34.40736037,0.028944096,0.031245866,0.051459111,0.037701405,0.056875487,0.084044976,0.164833509,1.965011697,3.91963082,1.898146753,0.654951911,0.044877223,0.029032258,0.110769231,1.129230769,2.898146753,0.031245866,12.60461458,3.815384615,0.032806837,9.380429095
B,Xinyuan Real Estate Co Ltd,XIN,Standard & Poor's Ratings Services,4/17/2013,Basic Industries,2.076331166,0.679515983,0.675002724,1.227355539,0.172833526,0.253916543,0.306116884,0.244057951,0.100938341,0.279432415,0.202303353,0.584020607,580.4021658,1.00422706,0.501054536,0.0,1.0,-0.081674677,3.441358383,2.00422706,0.253916543,1.470193265,-0.081674677,-0.012879662,5.158767351
BBB,Markel Corporation,MKL,Moody's Investors Service,3/5/2013,Finance,8.452523486,8.452523486,0.88017072,1.579417702,0.084458514,0.104012784,1.0,0.134932296,0.020179447,0.027251097,0.065160028,0.238927326,9.084944084,2.229029457,0.690309422,0.172414677,0.884037775,35.9973029,968.1270747,3.229029457,0.104012784,10.05832185,40.71919087,0.130839449,0.0
AA,Biogen Inc.,BIIB,Egan-Jones Ratings Company,10/23/2014,Health Care,2.105086439,1.413623696,0.542830447,48.61657974,0.302451407,0.406730003,0.879317232,0.409386928,0.204992275,0.326252869,0.271512747,0.677769288,5.495507404,0.324502336,0.244999444,0.250832038,0.902195869,11230.22182,7807.546994,1.324502336,0.406730003,-0.113236409,12447.65378,0.303206922,5.109722574
BB,TEGNA Inc.,TGNA,Moody's Investors Service,6/15/2012,Consumer Services,1.19248351,1.313914386,0.185075011,48.28556129,0.087547512,0.124604651,0.434903966,0.158548234,0.069334462,0.11425768,0.197065928,0.791963817,3.194673054,1.842250775,0.648166162,0.234023099,0.911008726,3.100326885,2.056088752,2.842250775,0.124604651,3.653711548,3.40318023,0.155369792,15.6729847
A,Omnicom Group Inc.,OMC,Egan-Jones Ratings Company,8/5/2015,Technology,0.842534249,0.692044783,0.183211905,174.1481988,0.072279046,0.117520351,1.0,0.126869912,0.049473784,0.225393164,0.446052846,0.684483078,21.84841923,8.015943565,0.889085375,0.328123243,0.906688763,8.065520066,10.72768223,9.015943565,0.117520351,9.024736603,8.895577396,0.143533936,0.0
BB,Norbord Inc.,OSB,Standard & Poor's Ratings Services,11/18/2015,Basic Industries,1.660098522,0.709359606,0.044334975,32.65407555,-0.037110669,-0.055003313,0.08813784,0.020543406,-0.034250765,-0.019553073,-0.107899807,0.92293578,1.197619048,2.150289017,0.682568807,0.325301205,-1.833333333,-0.514957762,0.105332269,3.150289017,-0.018555335,38.27083369,0.280886052,0.015904573,6.845771144
AA,Chevron Corporation,CVX,Moody's Investors Service,4/8/2016,Energy,1.335663543,0.914147521,0.416490326,33.89660377,0.033124634,0.034966095,0.833661908,0.034966095,0.017237686,0.020205392,0.030036146,0.520388722,0.735031529,0.742469682,0.426101923,0.027261462,-0.516447368,-5.379014989,6.066381156,1.742469682,0.034966095,7.303835542,10.41541756,0.140499866,1.704202427
CCC,"Beazer Homes USA, Inc.",BZH,Standard & Poor's Ratings Services,1/29/2013,Capital Goods,122.5231946,23.05484814,21.9480315,230.9022759,-3.737328019,-4.525395397,2.70253311,-1.595936737,-0.073314842,-0.089780933,-0.554156959,0.019616914,2.049383367,6.558591709,0.867700223,0.229283401,1.832957544,-2.068203962,26.40440619,7.558591709,-4.525395397,-27.10313772,-1.128342535,-0.536067893,-0.955751574
BB,"Trinity Industries, Inc.",TRN,Standard & Poor's Ratings Services,5/29/2013,Capital Goods,8.664718385,5.116896918,3.044633369,37.34358194,0.066948241,0.101235604,0.199480574,0.150790944,0.038261443,0.05953685,0.124305894,0.571507819,0.88669458,2.248855334,0.692199283,0.347240218,0.778915434,5.314359638,7.412677878,3.248855334,0.101235604,2.856447818,6.822768435,0.1383562,16.2141339
BB,GATX Corporation,GATX,Egan-Jones Ratings Company,10/28/2015,Consumer Services,1.492674986,1.492674986,1.098209441,17.47086006,0.141595972,0.18642665,0.380577971,0.18642665,0.029778655,0.04028376,0.160365568,0.210307215,0.254439843,4.385252304,0.814307679,0.410284869,-0.275313494,-3.412993039,4.77262181,5.385252304,0.18642665,10.07014993,12.39675174,0.368508173,5.255119953
BB,Acco Brands Corporation,ACCO,Standard & Poor's Ratings Services,12/8/2016,Consumer Durables,1.650344488,1.067667323,0.105561024,91.65435746,0.061331963,0.080341661,0.33080727,0.107443324,0.046258174,0.075447802,0.134753775,0.754226205,7.84828629,1.913080288,0.656720756,0.236610711,0.88848704,1.377570093,0.400934579,2.913080288,0.080341661,8.813870246,1.55046729,0.106544217,7.712805329
BB,"Micron Technology, Inc.",MU,Standard & Poor's Ratings Services,6/25/2015,Technology,2.129494908,0.942423613,0.862606527,0.0,0.186147451,0.187798019,0.332375596,0.188715002,0.135345364,0.173686889,0.282703556,0.727086852,1.884128081,1.088756847,0.521246333,0.041666667,0.533602386,2.868867925,4.277358491,2.088756847,0.187798019,7.150046668,5.376415094,0.348392224,4.047813195
BB,Tutor Perini Corporation,TPC,Standard & Poor's Ratings Services,11/19/2010,Basic Industries,4.955786315,4.609222698,2.398031109,208.296598,0.506048131,0.779695491,1.651858443,0.842494353,0.205694253,0.388441368,0.078827474,0.406471718,4.641461477,0.0,0.0,-0.350966965,1.264504545,-0.234208393,6.449356696,0.383226428,0.779695491,7.556197203,-0.185217518,-0.043569033,59.43958121
B,Scotts Miracle-Gro Company (The),SMG,Moody's Investors Service,10/15/2015,Basic Industries,1.547219051,1.180394715,0.116457348,23.14752196,0.052975303,0.080921598,0.353025029,0.097662854,0.063232035,0.127527297,0.257451265,1.193613485,6.64866652,3.071532141,0.754392213,0.349856616,-0.464965573,-1.87888707,8.713584288,4.071532141,0.080921598,14.83894798,4.04091653,0.081849826,9.828196059
BBB,"Broadridge Financial Solutions, Inc.",BR,Fitch Ratings,6/15/2012,Miscellaneous,0.960010221,0.828031174,0.308547336,68.48908579,0.078268494,0.124463519,0.253726522,0.124463519,0.08907563,0.240524391,0.212717923,1.138077731,26.07581227,1.388059701,0.58125,0.362995921,0.752226296,1.150641026,1.935096154,2.388059701,0.124463519,9.241777778,1.529647436,0.088098205,13.58907563
BB,LyondellBasell Industries NV,LYB,Moody's Investors Service,6/15/2012,Basic Industries,2.278796333,1.008170586,0.212235951,25.61830117,0.042069168,0.062466934,0.100362496,0.078338395,0.094005867,0.178890074,0.202681016,2.234554928,6.959634529,1.156046446,0.536188099,0.328732748,0.634018822,3.202464789,2.600352113,2.156046446,0.062466934,5.44738052,5.051056338,0.056216322,17.92076503
BB,"MBIA, Inc.",MBI,Moody's Investors Service,5/21/2014,Finance,4.366197183,4.366197183,2.214788732,317.299421,0.206782465,0.344086022,0.903225806,0.344086022,0.014746653,0.025389075,0.076266016,0.071314812,151.125,4.171751068,0.806641892,0.399038462,0.998359759,9.657747057,7.55800687,5.171751068,0.344086022,6.075871493,9.673614111,1.512820513,2.294117647
BB,Semtech Corporation,SMTC,Moody's Investors Service,6/15/2012,Technology,3.769762856,2.46475886,1.268521183,0.0,0.159673665,0.174547087,0.590329636,0.173284166,0.109967073,0.140133329,0.137287061,0.688698872,8.004896263,0.248437899,0.198999004,0.085211516,1.0,1.504692087,3.709652064,1.248437899,0.174547087,14.02590036,1.504692087,0.20638193,6.28424854
BBB,RLI Corp.,RLI,Moody's Investors Service,9/25/2013,Finance,3.367024339,3.372372359,0.089821695,1.215630363,0.17893257,0.248959398,0.631801826,0.248959398,0.046073254,0.076346813,0.152304196,0.257489481,17.52567,2.305696494,0.69749189,0.281278107,0.81175259,2.563143365,34.6135364,3.305696494,0.248959398,11.61692439,3.157542579,0.191278074,5.488676216
A,Devon Energy Corporation,DVN,Egan-Jones Ratings Company,8/26/2014,Energy,1.094860994,0.915248526,0.249368155,36.54477154,0.08213227,0.207451702,1.0,0.240110396,0.031735687,0.090801306,0.074608849,0.386397298,0.539067666,1.350944798,0.574639098,0.583394925,-0.168366494,-2.486419753,8.575308642,2.350944798,0.207451702,4.264855931,14.76790123,0.305683328,0.0
BB,"SS&C Technologies Holdings, Inc.",SSNC,Standard & Poor's Ratings Services,1/11/2016,Technology,1.619958821,1.449685399,1.041853244,62.01444088,0.042849788,0.060824665,0.467801677,0.164691063,0.007387144,0.011297322,0.020357682,0.172396291,14.89783,1.755825607,0.637132336,0.295519542,0.941029555,2.382313552,4.765845573,2.755825607,0.060824665,16.2064415,2.531603328,0.230558291,44.5220373
A,Enterprise Products Partners L.P.,EPD,Egan-Jones Ratings Company,7/27/2015,Public Utilities,0.601819552,0.399715346,0.002651187,34.70537852,0.093281387,0.094565246,0.274346139,0.130983169,0.051503514,0.061167298,0.12422703,0.552130659,0.84370698,1.412010781,0.585408155,-0.000978129,0.04289926,0.087308044,0.149852537,2.412010781,0.094565246,13.78367272,2.035187633,0.148084017,22.80304616
BBB,Tech Data Corporation,TECD,Standard & Poor's Ratings Services,9/22/2016,Technology,1.480443701,0.896669316,0.135066568,41.44145575,0.010073472,0.014496632,0.04877451,0.015217259,0.04179364,0.157656406,0.132486769,4.148881428,399.5241867,2.170022261,0.684544802,0.305116391,0.889323943,4.682043568,14.7966182,3.170022261,0.014496632,5.273739598,5.264722269,0.007164312,7.320944223
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,1/14/2014,Technology,3.238968303,2.97273151,1.135254817,59.38367402,0.293840775,0.37380312,0.904599247,0.394943518,0.133537867,0.20159559,0.244691812,0.454456559,12.17818539,0.83237771,0.454260989,0.213915671,1.0,2.982595932,6.755294611,1.83237771,0.37380312,10.41337442,2.982595932,0.382571275,8.465393795
BB,Range Resources Corporation,RRC,Standard & Poor's Ratings Services,9/22/2016,Energy,0.401169567,0.363351469,0.000446878,80.21087533,-0.474015377,-0.729256804,1.0,-0.474015377,-0.046213143,-0.07581937,-0.096403943,0.097492919,65.18929651,1.086071991,0.520630158,0.350002119,0.992115081,2.022541977,0.071586576,2.086071991,-0.729256804,138.3460489,2.038616302,0.351899514,0.0
A,Ingredion Incorporated,INGR,Egan-Jones Ratings Company,12/1/2015,Consumer Non-Durables,2.628032345,1.637466307,0.58490566,50.32467532,0.071517524,0.106564668,0.220957125,0.11741683,0.079227434,0.138273315,0.1875,1.107804493,2.826043238,1.366604478,0.577453685,0.312186978,0.591836735,5.670391061,6.145251397,2.366604478,0.106564668,10.08846838,9.581005587,0.122042341,10.35224586
BBB,Southern Copper Corporation,SCCO,Egan-Jones Ratings Company,9/13/2013,Basic Industries,4.359519847,3.271018806,2.134672224,32.69433119,0.271885184,0.273207387,0.451138202,0.425354652,0.144376099,0.155980941,0.292485699,0.531018636,0.919207624,1.025859548,0.506382365,0.473024887,0.082852149,0.182604537,2.408887011,2.025859548,0.273207387,8.906581018,2.20398069,0.311984173,5.734145869
A,"Equifax, Inc.",EFX,Egan-Jones Ratings Company,8/9/2013,Finance,0.978716981,0.82354717,0.356075472,49.06484656,0.1526976,0.230218325,0.658275099,0.265289292,0.077490694,0.136792696,0.152909984,0.507478138,7.974731741,0.973269005,0.493226723,0.356146305,0.852904821,3.985148515,1.946369637,1.973269005,0.230218325,12.20185652,4.672442244,0.245800599,39.56281407
A,Eli Lilly and Company,LLY,Fitch Ratings,5/26/2015,Health Care,1.086754406,0.719304037,0.345447245,60.18826852,0.121867289,0.152954791,0.748541977,0.152954791,0.064298433,0.115526343,0.155497879,0.527610266,2.463064579,1.418377436,0.586499615,0.203246342,0.929403952,3.793512111,4.511501666,2.418377436,0.152954791,18.5463211,4.081661264,0.222634026,4.372396064
CCC,Great Lakes Dredge & Dock Corporation,GLDD,Moody's Investors Service,11/19/2014,Basic Industries,1.706867488,1.21112164,0.211405915,51.20480001,0.012759797,0.011387763,0.114641108,0.029563812,0.011525535,0.01326358,0.040220657,0.903269468,2.019880084,2.489699683,0.71344239,-1.254897693,-0.883324454,-719.2098502,2163.13524,3.489699683,0.011387763,0.178070104,814.2080149,0.060486025,5.954230606
B,Ferro Corporation,FOE,Egan-Jones Ratings Company,4/7/2015,Basic Industries,2.591792009,1.592991242,0.593282605,77.73602363,0.07742802,-0.038534543,0.256457658,-0.038534543,0.078467642,-0.049804669,0.265336761,1.013426955,5.227687851,2.381479974,0.7042715,0.799024185,0.110875928,0.077139899,1.6164289,3.381479974,-0.038534543,-262.0641049,0.695731707,0.054400491,6.395594107
BBB,Open Text Corporation,OTEX,Standard & Poor's Ratings Services,7/31/2012,Technology,1.656353552,1.518134867,1.174673094,49.47303998,0.103666086,0.113745815,0.65380758,0.123696348,0.051210718,0.069796929,0.106134347,0.493996833,14.87823601,1.072502612,0.517491561,0.088616258,0.902356561,4.153895319,9.669148385,2.072502612,0.113745815,2.166011542,4.603385732,0.220700587,3.173197504
BBB,Tiffany & Co.,TIF,Standard & Poor's Ratings Services,8/23/2016,Consumer Services,4.806685847,1.497465406,1.155774764,18.35270043,0.113011279,0.172939657,0.606908816,0.185168944,0.090434138,0.161348243,0.15933915,0.800222235,4.386514212,0.761935838,0.432442443,0.34652768,0.689405113,4.38203125,6.9265625,1.761935838,0.172939657,9.029191772,6.35625,0.198202149,4.903068976
BB,"U.S. Silica Holdings, Inc.",SLCA,Standard & Poor's Ratings Services,7/12/2013,Basic Industries,5.012957448,3.562019553,1.220214242,50.277123,0.137835289,0.175860143,0.361581362,0.203743693,0.087156224,0.120122153,0.243315422,0.632321552,1.23493608,1.791715973,0.641797371,0.216222127,-0.301801899,-264.3348732,2889.33723,2.791715973,0.175860143,1.994300191,875.8555671,0.085077429,9.325957834
BBB,"Continental Resources, Inc.",CLR,Standard & Poor's Ratings Services,5/27/2014,Energy,0.778781066,0.45860452,0.019334001,67.97874767,0.221182583,0.351084323,1.0,0.418438273,0.063998606,0.115881351,0.193320564,0.289347403,0.322270529,2.02069961,0.668950863,0.370001542,1.0,13.92527502,0.174374576,3.02069961,0.351084323,6.100783571,13.92527502,0.741876619,0.0
B,"HCA Healthcare, Inc.",HCA,Egan-Jones Ratings Company,12/13/2013,Health Care,1.411237928,0.998068481,0.072695347,49.97160883,0.040904311,0.057728707,1.0,0.040904311,0.053969685,0.094917012,-0.18814994,1.319413132,2.793156619,-4.486215236,1.286844022,0.432604736,0.47201087,3.902791945,1.069504298,-3.486215236,0.057728707,14.85978488,8.268436591,0.096740273,0.0
BB,Marathon Oil Corporation,MRO,Egan-Jones Ratings Company,11/13/2015,Energy,1.497975709,1.813765182,0.706188548,56.79576864,-0.376045044,-0.504692032,1.0,-0.459136666,-0.068212064,-0.096723563,-0.118794804,0.181393334,0.216584753,0.741551232,0.425799263,0.254901961,-1.221086262,-2.822747415,3.285081241,1.741551232,-0.504692032,47.53086466,2.311669129,0.26701928,0.0
BBB,Amgen Inc.,AMGN,Egan-Jones Ratings Company,4/23/2015,Health Care,4.953339041,4.219748858,0.532391553,46.31859642,0.257090166,0.278373125,0.779594278,0.308577979,0.074743874,0.090079192,0.200093103,0.290730195,3.841278958,1.677050198,0.62645452,0.07645479,0.882758621,9.949934124,35.60737813,2.677050198,0.278373125,17.20986841,11.27140975,0.426406819,3.648514851
BB,Masco Corporation,MAS,Moody's Investors Service,3/10/2016,Capital Goods,1.328012769,0.684756584,0.585794094,0.0,0.049705965,0.096471577,0.315457855,0.127975357,0.0625,0.217076244,-2.62962963,1.257394366,6.954235638,-43.07407407,1.023767606,0.425253991,0.773962804,1.600591716,5.076923077,-42.07407407,0.096471577,10.19195876,2.068047337,0.097871745,6.527369826
BBB,STMicroelectronics N.V.,STM,Moody's Investors Service,3/15/2013,Technology,2.153424658,1.367123288,0.880626223,43.19145178,-0.257623926,-0.25161898,0.32768162,-0.245025315,-0.209699061,-0.271227313,-0.351485944,0.813973548,2.439816145,0.653815261,0.390070922,0.023865232,1.0,0.690744921,2.808126411,1.676144578,-0.25161898,-6.551868583,0.690744921,0.072059343,7.164366374
BB,Antero Resources Corporation,AR,Standard & Poor's Ratings Services,3/10/2016,Energy,1.764864903,1.572111075,0.033188174,7.328318741,0.238027257,0.393411344,1.0,0.452680223,0.066502939,0.115696856,0.15862855,0.279392117,0.368502499,1.385286311,0.580763116,0.370136372,-1.333021987,-4.893898429,3.766574242,2.385286311,0.393411344,4.857503184,3.671281103,0.254467038,0.0
B,MGM Resorts International,MGM,Moody's Investors Service,4/26/2016,Consumer Services,1.076318919,1.627545911,0.746357717,19.08626084,-0.048717811,-0.113844968,0.900110315,-0.017000092,-0.017755972,-0.045533911,-0.087446559,0.36446572,0.597852626,3.924909672,0.796950591,0.006302551,-0.4812955,-0.891073971,5.824214872,4.924909672,-0.113844968,30.88656622,1.851407235,0.109365785,5.0430586
A,Rio Tinto Plc,RIO,Moody's Investors Service,6/15/2012,Basic Industries,1.46656114,1.235984699,0.643846458,48.85641593,0.096400073,0.203324026,0.402683011,0.231905368,0.048563486,0.121944947,0.111783751,0.503770224,0.911842244,1.173738961,0.509920767,0.525879581,0.54460502,9.833853455,6.95747094,2.301806548,0.211518446,5.480467476,18.05685422,0.456128467,3.513605442
B,New Gold Inc.,NGD,Moody's Investors Service,6/15/2012,Basic Industries,2.066278549,1.553963278,1.385579937,19.72122431,0.257220865,0.371317718,0.452938641,0.384825406,0.053136225,0.083773129,0.078426218,0.206578205,0.258190183,0.475946372,0.322468608,0.307275542,-0.258920403,-0.212759381,0.775356329,1.475946372,0.378646357,12.83396717,0.821717325,0.471188389,3.795613161
BBB,"Valmont Industries, Inc.",VMI,Standard & Poor's Ratings Services,5/30/2012,Capital Goods,3.070411939,0.889293504,0.889293504,0.0,0.085782347,0.087829704,0.250541052,0.098933676,0.099002808,0.123159252,0.199054546,1.154116343,5.850988289,1.010594946,0.502634779,0.019635776,0.444989343,2.529606138,13.78305291,2.010594946,0.087829704,8.550445201,5.684644309,0.056236004,8.504713542
BB,"Amkor Technology, Inc.",AMKR,Standard & Poor's Ratings Services,5/15/2013,Technology,1.672330443,1.254200332,0.63290057,51.54475954,0.015153942,0.021635081,0.153579611,0.05533229,0.01382315,0.025163661,0.063557538,0.912181779,1.516259892,3.597905632,0.782509673,0.28475956,-0.371274061,-0.902214172,2.678404797,4.597905632,0.021635081,3.107299073,2.43004903,0.140988047,5.312559847
BB,Centene Corporation,CNC,Moody's Investors Service,4/24/2014,Health Care,1.154607628,0.690408249,0.624905957,0.0,0.015197827,0.014897551,0.969905726,0.025537015,0.046779531,0.082143298,0.133787289,3.078040688,27.4737903,1.8599536,0.650343978,0.661653392,0.822665649,5.813986464,19.88728451,2.8599536,0.014897551,1.50449424,7.06725323,0.035212595,0.869797958
BBB,Orange,ORAN,Fitch Ratings,6/9/2015,Public Utilities,0.722608044,0.580314764,0.337646765,42.67663836,0.023450374,0.063328686,1.0,0.111446318,0.010463327,0.060696896,0.031293346,0.446190218,1.691901862,1.918298995,0.641407629,0.629703763,0.325266985,1.080831967,2.643753499,2.990764234,0.105235138,7.855371748,3.322907083,0.223146153,0.0
B,Belden Inc,BDC,Standard & Poor's Ratings Services,7/20/2016,Basic Industries,2.593383239,2.208336621,1.487194864,4.104304714,0.054315153,0.05366084,0.416262424,0.094986914,0.033624803,0.039073092,0.087654496,0.619068546,7.619594492,1.606840451,0.616393861,-0.009370478,0.82854184,6.196279666,29.28914546,2.606840451,0.05366084,10.78529138,7.478535624,0.133575652,5.327893169
BBB,Nucor Corporation,NUE,Egan-Jones Ratings Company,10/27/2015,Basic Industries,4.154268095,2.471382275,1.400163734,30.72491727,0.021756372,0.043142898,0.096188056,0.043142898,0.025098174,0.055128297,0.048222311,1.153601103,3.361022646,0.921347365,0.479531906,0.300539452,0.826557468,5.561804938,6.362107529,1.921347365,0.043142898,10.64173663,6.728878699,0.131212774,26.22648876
A,Northrop Grumman Corporation,NOC,Egan-Jones Ratings Company,9/16/2015,Capital Goods,1.160711013,0.945574491,0.424958769,44.07740372,0.084587265,0.118592196,0.560783814,0.130748959,0.08137728,0.146865295,0.360376675,0.962051198,7.678198433,3.428467946,0.774188272,0.286738351,0.782146161,8.928194298,12.24392819,4.428467946,0.118592196,11.0802608,11.41499472,0.091898325,8.060062402
CCC,Rite Aid Corporation,RAD,Standard & Poor's Ratings Services,10/28/2015,Health Care,1.698896579,0.441369416,0.046639437,13.49611248,0.079506296,0.016089186,0.285608577,0.016089186,0.237968299,0.066918021,36.96671691,2.993074889,12.68469457,154.3430314,0.993562634,-3.941598332,0.168844257,0.112833667,0.119347916,155.3430314,0.016089186,208.1989197,0.668270686,0.024462823,16.71928594
BBB,"Caterpillar, Inc.",CAT,Egan-Jones Ratings Company,10/23/2015,Capital Goods,1.308519941,0.745732426,0.245599361,51.98091936,0.04471294,0.060730467,0.28225309,0.069260386,0.026778093,0.054699774,0.141215989,0.59888913,2.921752641,4.273563991,0.810374919,0.259894921,0.792059925,8.89618038,21.73986202,5.273563991,0.060730467,5.61333418,11.23170116,0.141988045,6.717499502
BB,Sanmina Corporation,SANM,Moody's Investors Service,5/20/2014,Technology,1.826919826,1.117756836,0.333858447,58.28132721,0.0134104,0.000594377,0.072132509,0.026639462,0.026486991,0.001965766,0.072694776,1.975108216,10.95457381,1.744546357,0.635641061,6.839636053,0.761080125,2.920769249,4.877320907,2.744546357,0.000594377,6.317922728,3.837663278,0.053723566,5.740068877
BB,Unisys Corporation,UIS,Moody's Investors Service,6/15/2012,Technology,1.436609623,1.243526566,0.640534002,63.74098293,0.03126784,0.053453734,0.256110852,0.084228554,0.046129699,0.137691331,-0.091419467,1.475308169,20.14532148,-2.981791973,1.504593829,0.314563107,0.703972257,5.17557075,16.5697068,-1.981791973,0.053453734,1.001563439,7.351952718,0.082308371,11.86589404
BB,"Micron Technology, Inc.",MU,Standard & Poor's Ratings Services,1/31/2014,Technology,2.160242424,0.751757576,0.698181818,0.0,0.131158382,0.129835776,0.203571035,0.026011242,0.062245005,0.078569999,0.130168453,0.474578931,1.189745607,1.091227303,0.521811905,0.006791171,0.313086692,0.554957424,3.035137516,2.091227303,0.129835776,9.786935245,1.772535969,0.199603218,3.416548463
BB,Scientific Games Corp,SGMS,Standard & Poor's Ratings Services,1/31/2013,Technology,1.891549345,2.478648082,0.425263412,81.54663184,-0.066581827,-0.051037527,0.930838973,0.040620794,-0.028637236,-0.024866347,-0.171679126,0.430105885,2.49577979,4.994961499,0.833193257,-0.304566096,0.714347687,1.244003511,4.724411461,5.994961499,-0.051037527,10.22294015,1.741453822,0.166648593,0.804394599
A,Kimberly-Clark Corporation,KMB,Egan-Jones Ratings Company,7/23/2013,Consumer Durables,1.12004104,0.680745554,0.180232558,43.91665091,0.10126702,0.139230333,0.342284418,0.151664145,0.113219515,0.225307934,0.441103789,1.118029494,2.66129844,2.896004942,0.743326814,0.315449915,0.686513158,5.434895833,3.739583333,3.896004942,0.139230333,10.95949889,7.916666667,0.143721634,5.354888376
A,Kimberly-Clark Corporation,KMB,Egan-Jones Ratings Company,10/22/2014,Consumer Durables,0.892868615,0.525056216,0.12672663,41.13744677,0.077367674,0.114327723,0.338825796,0.127813831,0.098286745,0.242473118,2.093278464,1.27038516,2.680255469,20.29766804,0.953046503,0.379600887,0.634797891,4.822429907,2.79305741,21.29766804,0.114327723,13.77417085,7.596795728,0.144240519,4.985091743
BBB,Transocean Ltd.,RIG,Moody's Investors Service,6/15/2012,Energy,1.420119448,0.749720045,0.749720045,0.0,-0.675704859,-0.65194961,1.0,-0.573005399,-0.160510716,-0.182778338,-0.358703267,0.2375456,0.28704756,0.886758805,0.396802326,-0.072690467,1.0,5.543478261,12.47515528,2.234762117,-0.65194961,-4.527006845,5.543478261,0.214157169,0.0
BB,Deluxe Corporation,DLX,Moody's Investors Service,11/9/2012,Consumer Durables,0.998332652,0.757116896,0.206419518,16.95885319,0.112542139,0.1655226,0.653858924,0.199369338,0.120707428,0.210305033,0.393805075,1.07255317,14.54008581,2.262475891,0.693484325,0.320079919,0.855811895,4.113914328,1.895854259,3.262475891,0.1655226,6.417976039,4.807031019,0.161115757,8.054049488
A,Xcel Energy Inc.,XEL,Egan-Jones Ratings Company,6/4/2014,Public Utilities,0.880569643,0.298923683,0.029318391,24.88505186,0.086875014,0.13121578,1.0,0.169268731,0.027965326,0.047341103,0.099125962,0.321902978,0.417841496,2.54460247,0.717880917,0.337922511,-0.313961957,-1635.422609,702.0257099,3.54460247,0.13121578,3.757128486,5208.983355,0.236743423,0.884903563
B,IRSA Inversiones Y Representaciones S.A.,IRS,Standard & Poor's Ratings Services,12/17/2010,Consumer Services,0.887234835,0.864677032,0.053051535,228.8548891,0.268972271,0.364089423,0.640833022,0.379544421,0.063183053,0.112262138,0.148119512,0.234905451,0.491460973,1.109961274,0.473474028,0.261246677,0.581793985,0.378486106,0.570859578,2.344291786,0.364089423,12.24104222,0.65055005,0.284478655,0.702237936
BBB,Darling Ingredients Inc.,DAR,Moody's Investors Service,9/18/2012,Consumer Non-Durables,2.204231342,1.627760396,0.784066401,21.05160721,0.076858923,0.121536074,0.27554779,0.136203744,0.084236442,0.14554821,0.123085061,1.095987802,3.74824366,0.461185427,0.315624163,0.367604033,0.536942417,1.13942275,0.988324036,1.461185427,0.121536074,6.684781074,2.122057623,0.146663187,22.82008368
A,Rio Tinto Plc,RIO,Standard & Poor's Ratings Services,2/1/2016,Basic Industries,1.519112084,1.326995819,0.932311368,39.21530908,-0.024864337,0.003646387,0.198397887,0.101955267,-0.009457866,0.01075836,-0.023186698,0.380378751,0.570434184,1.270074165,0.518063868,7.818897638,0.627355426,5.418915766,6.72734118,2.451578356,0.025180166,11.20347786,8.637712443,0.353498521,4.035120682
A,Tupperware Brands Corporation,TUP,Egan-Jones Ratings Company,5/1/2015,Consumer Non-Durables,1.008295424,2.306796896,0.103023816,23.54341737,0.082268524,0.114423852,0.660795825,0.141092053,0.120240031,0.287921213,1.153928956,1.461555718,8.977264898,8.596878364,0.89579945,0.28101945,0.753987948,4.245508982,31.05788423,9.596878364,0.114423852,8.832638889,5.630738523,0.108246038,6.19047619
